County,County Code,UCD - Drug/Alcohol Induced,UCD - Drug/Alcohol Induced Code,UCD - Drug/Alcohol Induced Cause,UCD - Drug/Alcohol Induced Cause Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,MCD - Drug/Alcohol Induced Cause,MCD - Drug/Alcohol Induced Cause Code,Deaths,Population,Crude Rate
"Philadelphia County, PA",42101,Drug-induced causes,D,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,16,1550542,Unreliable
"Pike County, PA",42103,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,22,61247,35.9
"Pike County, PA",42103,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,22,61247,35.9
"Schuylkill County, PA",42107,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,143786,Unreliable
"Schuylkill County, PA",42107,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,10,143786,Unreliable
"Schuylkill County, PA",42107,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,17,143786,Unreliable
"Schuylkill County, PA",42107,Drug-induced causes,D,Drug poisonings (overdose) Homicide (X85),D3,Drug-induced causes,D,Drug poisonings (overdose) Homicide (X85),D3,49,143786,34.1
"Schuylkill County, PA",42107,Drug-induced causes,D,Drug poisonings (overdose) Homicide (X85),D3,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,49,143786,34.1
"Somerset County, PA",42111,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,20,72197,27.7
"Somerset County, PA",42111,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,20,72197,27.7
"Susquehanna County, PA",42115,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,38109,Unreliable
"Susquehanna County, PA",42115,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,17,38109,Unreliable
"Venango County, PA",42121,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,15,49431,Unreliable
"Venango County, PA",42121,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,15,49431,Unreliable
"Warren County, PA",42123,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,37572,Unreliable
"Warren County, PA",42123,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,11,37572,Unreliable
"Washington County, PA",42125,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,56,210232,26.6
"Washington County, PA",42125,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,38,210232,18.1
"Washington County, PA",42125,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,56,210232,26.6
"Wayne County, PA",42127,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,17,51262,Unreliable
"Wayne County, PA",42127,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,17,51262,Unreliable
"Westmoreland County, PA",42129,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,109,351163,31
"Westmoreland County, PA",42129,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,109,351163,31
"York County, PA",42133,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,129,464640,27.8
"York County, PA",42133,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,67,464640,14.4
"York County, PA",42133,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,21,464640,4.5
"York County, PA",42133,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,129,464640,27.8
"York County, PA",42133,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,13,464640,Unreliable
"York County, PA",42133,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,13,464640,Unreliable
"Bristol County, RI",44001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,13,50255,Unreliable
"Bristol County, RI",44001,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,13,50255,Unreliable
"Kent County, RI",44003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,54,171278,31.5
"Kent County, RI",44003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,46,171278,26.9
"Kent County, RI",44003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,14,171278,Unreliable
"Kent County, RI",44003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,54,171278,31.5
"Newport County, RI",44005,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,19,83832,Unreliable
"Newport County, RI",44005,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,15,83832,Unreliable
"Newport County, RI",44005,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,19,83832,Unreliable
"Providence County, RI",44007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,272,660615,41.2
"Providence County, RI",44007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,215,660615,32.5
"Providence County, RI",44007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,49,660615,7.4
"Providence County, RI",44007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,All other alcohol-induced causes,A9,15,660615,Unreliable
"Providence County, RI",44007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,272,660615,41.2
"Providence County, RI",44007,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,13,660615,Unreliable
"Providence County, RI",44007,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,13,660615,Unreliable
"Washington County, RI",44009,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,31,129982,23.8
"Washington County, RI",44009,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,22,129982,16.9
"Washington County, RI",44009,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,31,129982,23.8
"Aiken County, SC",45003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,92,177130,51.9
"Aiken County, SC",45003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,80,177130,45.2
"Aiken County, SC",45003,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,92,177130,51.9
"Anderson County, SC",45007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,65,213076,30.5
"Anderson County, SC",45007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,53,213076,24.9
"Anderson County, SC",45007,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,65,213076,30.5
"Anderson County, SC",45007,Drug-induced causes,D,All other drug-induced causes,D9,Drug-induced causes,D,All other drug-induced causes,D9,22,213076,10.3
"Anderson County, SC",45007,Drug-induced causes,D,All other drug-induced causes,D9,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,19,213076,Unreliable
"Beaufort County, SC",45013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,43,198979,21.6
"Beaufort County, SC",45013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,32,198979,16.1
"Beaufort County, SC",45013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,10,198979,Unreliable
"Beaufort County, SC",45013,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,43,198979,21.6
"Berkeley County, SC",45015,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,75,255217,29.4
"Berkeley County, SC",45015,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,18,255217,Unreliable
"Berkeley County, SC",45015,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,75,255217,29.4
"Charleston County, SC",45019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,173,424367,40.8
"Charleston County, SC",45019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,10,424367,Unreliable
"Charleston County, SC",45019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Alcohol-induced causes,A,"Alcohol poisonings (overdose) (X45, X65, Y15)",A1,36,424367,8.5
"Charleston County, SC",45019,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,173,424367,40.8
"Charleston County, SC",45019,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,14,424367,Unreliable
"Charleston County, SC",45019,Drug-induced causes,D,Drug poisonings (overdose) Suicide (X60-X64),D2,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,14,424367,Unreliable
"Cherokee County, SC",45021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,56714,40.6
"Cherokee County, SC",45021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,21,56714,37
"Cherokee County, SC",45021,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,23,56714,40.6
"Chester County, SC",45023,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,32226,Unreliable
"Chester County, SC",45023,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,18,32226,Unreliable
"Chesterfield County, SC",45025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,44031,59
"Chesterfield County, SC",45025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,All other drug-induced causes,D9,19,44031,Unreliable
"Chesterfield County, SC",45025,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,26,44031,59
"Colleton County, SC",45029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,26,38874,66.9
"Colleton County, SC",45029,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,26,38874,66.9
"Darlington County, SC",45031,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,23,62416,36.8
"Darlington County, SC",45031,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,23,62416,36.8
"Dillon County, SC",45033,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,18,27698,Unreliable
"Dillon County, SC",45033,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,18,27698,Unreliable
"Dorchester County, SC",45035,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,55,169833,32.4
"Dorchester County, SC",45035,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,All other non-drug and non-alcohol causes,O,All other non-drug and non-alcohol causes,O9,55,169833,32.4
"Edgefield County, SC",45037,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,Drug-induced causes,D,Drug poisonings (overdose) Unintentional (X40-X44),D1,11,27607,Unreliable
